,노래제목,가수,가사
385,Still I Love You,토요태,"여보세요?
어 잘 지내지?
오빠 전화하지 말랬잖아
아 그치 어우 야 밖에 많이 춥다
따뜻하게 입고 다니고
다름이 아니라 20만 원만
하 끊을게
그래 아니 저기 10만 원 정도만
그대를 사랑하겠다고
영원히 널 지킬 거라고 그땐 그랬지 to myself
다시 돌아온다 해도
시간을 돌린다 해도 그래 그래
우리는 또 아파하겠지
나의 가난만큼 추웠던 어느 겨울날
오늘도 역시 같은 옷매무새를 고쳐본다
내가 줄 수 있는 거라곤 웃음뿐이어서
네가 웃을 수만 있다면 난 그뿐이었어
너와 가고 싶었던 패밀리 레스토랑
거기서 함께 나온 건 내가 아니더라
옆에 있는 그 사람 곁에 웃고 있는 내 사랑
잘 됐어 여전히 넌 웃고 있으니까
Still I love you baby
Still I love you baby
아주 가끔 널 떠올릴 때면
자꾸 눈물이 Fallin
널 사랑하기 땜에 보내줘
you never know
Baby I do wanna say
너무 늦었지 I’m sorry
잘해주지 못한 게
너무 후회되는 내 story
Baby I do wanna say
Still I love you my baby
아직 사랑하나 봐 참 아파 이렇게
넌 참 대단했어 어느 더운 여름날
절대 기죽지 말라고 카드를 쥐여준 날
이젠 고생하지 마 나 땜에 아프지 마
난 아직도 나밖에 모르고 나쁘지만
어딜 가도 네가 있는데
어딜 가도 있어 every where
no way no way no way
Still I love you baby
Still I love you baby
아주 가끔 널 떠올릴 때면
자꾸 눈물이 Fallin
널 사랑하기 땜에 보내줘
you never know
운명이 잘못한 거겠죠
넌 잘못 없는걸
그저 우린 따랐던 거겠죠
다 내 잘못인걸
I love you 다신 볼 수 없어도
그 모든 게 다 잊혀진대도
그대를 사랑하겠다고
영원히 널 지킬 거라고 그땐 그랬지 to myself
다시 돌아온다 해도
시간을 돌린다 해도 그래 그래
우리는 또 아파하겠지"
386,수취인불명,매드 클라운(Mad Clown),"잘 지내 난 요즘 그냥 그렇게 살아
예전보다 살만한데 맘은 그렇지 않아
안 본지 오래됐네 요즘 넌 어때
요맘때 자주 아팠잖아 괜히 걱정돼
좀 나아졌니 예전에 달고 살던 기침은
약 좀 잘 챙겨 먹어 고집부리지 말고
감기라도 걸리면 넌 무척 오래가잖아
알아 나 걱정할 자격도 없잖아
요즘 들어서 친구들이 내게 자꾸 말해
사랑은 다른 사랑으로 잊어버리라고
안쓰러운 눈빛으로 나를 보며 말해
근데 나도 그걸 아는데
그 말이 너무 듣기 싫어서
길을 걷다 멈춰서 한숨 한번 쉬다가
멍한 표정만 짓다가 하루가 또 지나가
지나가면 나아질까
지금 아픈 게 작아질까
참아지는 게 아니라면
아픈 데로 두는 게 맞는 걸까
왜 이런 거죠 내가 왜 이런 거죠
아무렇지 않은데 왜 내가 힘들까요
내가 아픈가요 많이 아픈가요
난 아무렇지 않죠 정말 아무렇지 않죠
모든 게
넌 어때 이제 내가 없는 하루가
벌써 무뎌졌을까 내가 아픈 만큼 아플까
헤어졌고 다 끝났어
같은 방 같은 밤 너만 없이 아픈 나
내색조차 안 하려고 정말 애썼어
했어선 안될 연락들과
널 부담 줬던 마음이
지금 와서 미안해
결국 아무리 숨겨봐도 난 역시 안돼
오랜만에 네 생각나 편지 한 통 썼는데
마땅하게 어디로 보낼 곳이 없어
사실은 나 미치도록 네가 보고 싶고
많이 아파 너무도 힘들다고 말하려고 했었지
어찌해야 할지
어떻게 시작할지 너에게 물어보려 했어
정말 뭐가 뭔지 정말 뭐가 뭔지
나는 어떻게 너 없인 아무것도 못해
왜 이런 거죠 내가 왜 이런 거죠
아무렇지 않은데 왜 내가 힘들까요
내가 아픈가요 많이 아픈가요
난 아무렇지 않죠 정말 아무렇지 않죠
모든 게
왜 이렇게 살아가는지 이렇게 힘든지
왜 이렇게 된 거죠
아무 일도 없던 것처럼 난 웃고 지내요
정말 아무렇지도 않게
왜 이런 거죠 내가 왜 이럴까요
아무렇지 않은데 왜 내가 힘들까요
내가 아픈가요 많이 아픈가요
난 아무렇지 않죠 정말 아무렇지 않죠
모든 게"
387,그 남자 그 여자,신용재 (2F),"혹시 네가 다시 돌아올까 봐
다른 사랑 절대 못 해
남자를 울렸으면 책임져야지
네가 뭘 알아 남자의 마음을
모든 걸 다 주니까 떠난다는 그 여자
내 전부를 다 가져간 그 여자
한 때는 내가 정말 사랑했던 그 여자
다 믿었었어 바보같이
여자는 다 똑같나 봐
혹시 네가 다시 돌아올까 봐
다른 사랑 절대 못 해
여자를 울렸으면 책임져야지
네가 뭘 알아 여자의 마음을
모든 걸 다 주니까 떠난다는 그 남자
내 전부를 다 가져간 그 남자
한 때는 내가 정말 사랑했던 그 남자
다 믿었었어 바보같이
우린 미치도록 사랑했었지
너도 기억나니
그때의 그 아름다운
모든 추억 속에 너와 나
정말 미치도록 사랑했었지
모든 걸 다 주니까 떠난다는 그 남자
이런 내 마음 하나 몰라주는 그 남자
한 때는 내가 정말 사랑했던 그 남자
다 믿었었어 바보같이
그땐 사랑이 이별인 줄 모르고
그런 줄도 모르고
다 믿었었어 우리 둘이"
388,그남자,서은광 (비투비),"한 남자가 그대를 사랑합니다
그 남자는 열심히 사랑합니다
매일 그림자처럼 그대를 따라다니며
그 남자는 웃으며 울고있어요
얼마나 얼마나 더 너를
이렇게 바라만 보며 혼자
이 바람같은 사랑 이 거지같은 사랑
계속해야 니가 나를 사랑 하겠니
조금만 가까이 와 조금만
한발 다가가면 두 발 도망가는
널 사랑하는 난 지금도 옆에 있어 그 남잔 웁니다
그 남자는 성격이 소심합니다
그래서 웃는 법을 배웠답니다
그래서 그 남자는 그댈 널 사랑 했대요 똑같아서
또 하나같은 바보 또 하나같은 바보
한번 나를 안아주고 가면 안되요
난 사랑받고 싶어 그대여 매일 속으로만
가슴 속으로만 소리를 지르며
그 남자는 오늘도 그 옆에 있대요
그 남자가 나라는 걸 아나요
알면서도 그러는 건 아니죠
모를꺼야 그댄 바보니까
얼마나 얼마나 더 너를
이렇게 바라만 보며 혼자
이 바보같은 사랑 이 거지같은 사랑
계속해야 니가 나를 사랑
조금만 가까이 와 조금만
한발 다가가면 두 발 도망가는
널 사랑하는 난 지금도 옆에 있어 그 남잔 웁니다
한 남자가 그대를 사랑합니다"
389,그여자,백지영,"한 여자가 그대를 사랑합니다 그 여자는 열심히 사랑합니다
매일 그림자처럼 그대를 따라다니며 그 여자는 웃으며 울고있어요

얼마나 얼마나 더 너를 이렇게 바라만 보며 혼자
이 바람같은 사랑 이 거지같은 사랑 계속해야 니가 나를 사랑 하겠니

조금만 가까이 와 조금만 한발 다가가면 두 발 도망가는
널 사랑하는 난 지금도 옆에 있어 그 여잔 웁니다

그 여자는 성격이 소심합니다 그래서 웃는 법을 배웠답니다
친한 친구에게도 못하는 얘기가 많은 그 여자의 마음은 눈물투성이

그래서 그 여자는 그댈 널 사랑 했데요 똑같아서
또 하나같은 바보 또 하나같은 바보 한번 나를 안아주고 가면 안돼요

난 사랑받고 싶어 그대여 매일 속으로만 가슴 속으로만 소리를 지르며
그 여자는 오늘도 그 옆에 있대요

그 여자가 나라는 걸 아나요 알면서도 이러는 건 아니죠
모를꺼야 그댄 바보니까

얼마나 얼마나 더 너를 이렇게 바라만 보며 혼자
이 바보같은 사랑 이 거지같은 사랑 계속해야 니가 나를 사랑 하겠니

조금만 가까이 와 조금만 한발 다가가면 두 발 도망가는
널 사랑하는 난 지금도 옆에 있어 그 여잔 웁니다"
390,남자를 몰라 (삼성전자 뉴레트로 시리즈),가호(Gaho),"매번 늦어도 이해할게
누굴 만났니 먼저 묻지 않을게
고집스런 내 사랑
너의 말은 변명이라도 믿고 싶을 테니
눈 비비는 척 눈물 닦아내고
다음 약속도 잡을 이유 만들지
니 맘보다 한숨과 친해져도
널 보기 위해 난 사니까
수없이 어긋난데도 기다릴게
아무리 가슴 아파도 웃어볼게
떠나선 안돼 서둘러 저버리진 마
날 밀어내도 깊어지는 이 사랑을 봐
내 입을 막아도 세상이 다 아는데
왜 너만 몰라 왜 널 지킬 남자를 몰라
잊어보려고 해도 소용없어
하루도 못 가 너만 또 찾는 나인걸
혼자가 더 좋다는 슬픈 니 말
눈물이 자꾸 지워버려
수없이 어긋난데도 기다릴게
아무리 가슴 아파도 웃어볼게
떠나선 안돼 서둘러 저버리진 마
날 밀어내도 깊어지는 이 사랑을 봐
내 입을 막아도 세상이 다 아는데
왜 너만 몰라 왜 널 지킬 남자를 몰라
니 맘에 누가 있든 괜찮아
한 번쯤 못 이긴 척 돌아봐
보여줄 게 더 많아
쉽게 보낼 수 없어 가지 마
널 원해야만 견뎌내는 내 가슴이야
날마다 울어도 볼 때마다 행복해
왜 너만 몰라 왜 강한 내 사랑을 몰라"
391,여자를 몰라,김보경 (NEON),"가끔 늦어도 이해해줘
누굴 만났니 먼저 묻지 말아줘
상처많은 내 가슴
너의 말에 변명이라도 하고 싶을테니
눈 비비는 척 눈물 닦아내고
다음 약속도 잡을 이유 만드니
니 맘보다 한숨과 친해져도
널 보기 위해 난 사는데
수없이 어긋난데도 기다려줘
아무리 가슴 아파도 웃어줄래
떠나선 안돼 서둘러 져버리진 마
널 밀어내도 깊어지는 이 사랑을 봐
내입을 막아도 세상이 다 아는데
왜 너만 몰라 왜 너뿐인 여자를 몰라
잊어보려고해도 소용없어
하루도 못가 네게 기대는 나인걸
혼자가 더 좋다는 거짓말을
믿고있었니 잊어버려
수없이 어긋난데도 기다려줘
아무리 가슴 아파도 웃어야해
떠나선 안돼 서둘러 져버리진 마
널 밀어내도 깊어지는 이 사랑을 봐
내 입을 막아도 세상이 다 아는데
왜 너만 몰라 왜 너뿐인 여자를 몰라
내 맘엔 니가 있어 괜찮아
한번쯤 못이긴 척 돌아봐
내가 줄게 더 많아
조금 기다려줄래 가지마
수없이 어긋난데도 기다려줘
아무리 가슴 아파도 웃어줄래
떠나선 안돼 서둘러 져버리진 마
널 원해야만 견뎌내는 내 가슴이야
날마다 울지마 볼 때마다 미안해
왜 너만 몰라 왜 이런 내 사랑을 몰라
너만 몰라 왜 이런 내 사랑을 몰라"
392,이별행동,이우,"자꾸만 연락을 피하고
바쁘다며 약속을 미루고
점점 변해가는 네 모습 무심한 말투
조금씩 넌 반대로 가고 있어
다급했던 이별의 순간들
아직도 난 거짓말 같아서
아름답게 웃던 네 모습
볼 수 없다고 생각하면
미칠 듯 아픈데 자꾸만 생각이나
너무나도 사랑했었고
그런 내겐 전부였는데
이젠 너와 난 반대로 살고 있나 봐
사랑해 너밖에 없단 말 그 말
너무나도 그리워서
너를 보낼 수가 없나 봐 너를
저 멀리 보이는 네 모습
웃고 있는 넌 잘 지냈나 봐
찾아가지 말걸 그랬어 믿고 싶었는데
영화 같은 일 내겐 없나 봐
나를 다 잊은 거니
너무나도 사랑했었고
그런 내겐 전부였는데
이젠 너와 난 반대로 살고 있나 봐
사랑해 너밖에 없단 말 그 말
너무나도 그리워서
너를 보낼 수가 없나 봐
행복해 보여 나 없이도 잘 지내는데
어떻게 난 널 잊고 살 수 있을까
웃으며 내 품에 안긴 너 너의 모습이
죽을 만큼 그리워서
보낼 수가 없잖아 너를"
393,이별행동,정유진CONNECT 아티스트,"자꾸만 연락을 피했고 바쁘다며 약속을 미뤘고
점점 지쳐가는 내 모습 무심한 말투
조금씩 난 널 잊어가고 있어
힘들었던 너와의 시간들
자꾸만 날 아프게만 하고
나를 보며 웃는 네 모습 설레이지 않고
이렇게 난 너를 지울 거야 우리는 끝난 거야
너무나도 힘들었었어 그런 너와 사랑하는 게
이젠 너와 난 반대로 살아가야 해
그만해 날 사랑한단 말 그 말
너무나도 힘들어서 더는 버틸 수가 없잖아 이젠
저 멀리 날 보는 네 모습
웃고 있는 날 원망하나 봐
자꾸 찾아오지 말아 줘 난 다른 사람과
영화 같은 사랑을 할 거야 이제 그만 잊어줘
너무나도 힘들었었어 그런 너와 사랑하는 게
이젠 너와 난 반대로 살아가야 해
그만해 날 사랑한단 말 그 말
너무나도 듣기 싫어 더는 버틸 수가 없어 난
알고 있었어 다른 여잘 사랑했잖아
어떻게 넌 날 사랑한단 말을 해
웃으며 날 안아 줬던 너 너의 모습이
죽을 만큼 미워졌어 이젠 더는 찾지 마 나를"
394,안녕 우린 헤어져야만 해,전상근,"왜 이렇게 우린 지쳤을까
왜 이렇게 다 변했을까
그래 네가 맞아
노력해도 안돼
이제는 나도 정말 모르겠어
알잖아 우린
돌아갈 수 없단 걸
반복됐던 이별
상처만 남은 우리
헤어져도 그런 표정은 하지 마
내가 더 슬퍼지니까
힘들어도
널 지우고 지우고 지울게
안돼 아파도 여기까지야
각자의 자리에서
전부다 잊고 행복하자
이젠 놓아주자
네가 내 전부였던 건 맞아 하지만
미련 갖지 말자
할 만큼 했으니까
헤어져도 그런 표정은 하지 마
내가 더 슬퍼지니까
힘들어도
널 지우고 지우고 지울게
안돼 아파도 여기까지야
각자의 자리에서
전부다 잊고 행복하자
이젠 놓아주자
서로 실망하고
서로 미워했던 날들
우리 조금만 이해했었다면
이제 그만 잡은 손을 놓아줄게
힘들겠지만 태연하게
널 지우고 지우고 지울게
사실 발이 떨어지지 않아
많이 걱정되니까
그립겠지만
안녕 우린 헤어져야만 해"
395,사랑하지 않아서 그랬어,임한별,"사랑하지 않기로 했어
나만 생각하기로 했어
니 눈물을 못 본 척 좀 해야겠어

나쁜 사람 되기 싫어서
구차해지는 변명들로
괜한 기대하게 만들기 싫었어

마지막까지 상처 주긴 싫은데
난 여전히 너를 배려해 줄
자신이 없는걸

사랑하지 않았어 미안해
참 많이 고마웠어
미련 갖는 일 그런 일 없을 거야 정말

매번 져주려 했던 너에게
기어코 이겨보려 애썼던 순간도
너를 필요 없어 했던 밤도
사랑하지 않아서 그랬어

마지막으로 안아주면 안 될까
말하는 니 얼굴
떳떳하게 볼 수가 없는걸

사랑하지 않았어 미안해
참 많이 고마웠어
미련 갖는 일 그런 일 없을 거야 정말

매번 져주려 했던 너에게
기어코 이겨보려 애썼던 순간도
너를 필요 없어 했던 밤도
사랑하지 않아서 그랬어

넌 모르지 내 맘이 어떤지
계속 사랑해보려 애를 썼어
내가 다 미안해
도망치는 내가 밉겠지만
나는 후련한 거 같아 여기까지만 해

기다리면은 안 돼 잘 들어
날 미워해야만 해
계속 울어도 난 멀리 떠날 거야 제발

니가 괴롭든 말든 꺼놨던 전화도
아픈 니가 귀찮았던 밤도
하다못해 지금 내 말투도
사랑하지 않아서 그랬어"
