,노래제목,가수,가사
419,Smoking In The Park (Paradise),Tone Stith(톤 스티스),"Ooh, ooh, ooh, ooh, ooh

Smoking in the park, underneath the trees
Perfect time for me to set you free
Underneath the stars, feels just like a dream
A dream, a dream, a dream
Oh, oh-oh
Ooh

Paradise (Paradise)
I'll take you wherever you wanna go
Come find me, I can be your therapist 
(Come find me, I can be your therapist)
All the weight on your heart, 
you can lay it on my shoulders
Ooh, you can show me all your flaws 
and insecurities (You can show me all your flaws)

We can't see the haters, we're too high out here
And if you're free, you can pull up on me later, 
at the spot
(Ooh, ooh, ooh, ooh, ooh)

Smoke one in the park, underneath the trees
Perfect time for me to set you free 
(Free, free, free, free)
Underneath the stars, feels just like a dream
A dream, a dream, a dream
Oh, oh-oh
Ooh

Ooh, ooh-ooh
Oh
Ooh-woah, ooh-woo, ooh
Yeah, yeah

We can't see the haters, we're too high out here 
(We're too high)
And if you're free, you can pull up on me later, 
at the spot
(Ooh, ooh, ooh, ooh, ooh)

Smoking in the park (Hey), 
underneath the trees (Ooh)
Perfect time for me to set you free 
(Free, free, free, free, yeah, ayy)
Underneath the stars (Underneath the stars), 
feels just like a dream (Feels just like a dream)
A dream, a dream, a dream
Oh, oh-oh
Ooh"
422,close with desires,teo glacier,"We go back and forth like it's nothin' (Nothin')
Seems that we already hit the summit
(Already hit the summit)
I could try to chase you up
But I already tried (I already tried)
Ain't worth my time (Ain't worth my time)
Ain't worth my
Time and time again babe
(Time and time again)
Messages on read babe (Messages on read)
I can't read between the lines
The lines (I can't read)
And I gave you my best babe
(I gave you my best)
You still up and left babe (You still up and left)
Maybe right person wrong timin' (Timin')
But I can't be stuck on someone who
Don't love me no more (Love me no more)
Trust me no more (Trust me no more)
Want me no more (Want me no more)
And I can't be fallin' for somebody
No if I can't (No if I can't)
Forget about the past (Forget about it)
Forget what we had
And I can't be stuck on someone
Who don't love me no more (Love me no more)
Trust me no more (Trust me no more)
Want me no more (Want me no more)
And I can't be fallin' for somebody
No if I can't (No if I can't)
Forget about the past (Forget about)
Forget what we had
Through all the good we had
I think we moved too fast
So many scars from my past
Covered up you never noticed
I feel these walls closin'
Hard to fix it when you broken (Oh)
And I know you tired of chasin'
Save your breath you're wastin' it
Time and time again babe
Messages on read babe
You can't read between the lines the lines
I know you gave your best babe
(I knwo you gave)
But I still up and left babe (Oh woah)
Maybe right person wrong timin' (Wrong timin')
But I can't be stuck on someone who (I can't be)
Don't love me no more (Love me no more)
Trust me no more (Trust me no more)
Want me no more (Want me no more)
And I can't be fallin' for somebody
No if I can't (No if I can't)
Forget about the past (Forget about it)
Forget what we had (Forget about it)
And I can't be stuck on someone
(Stuck on someone)
Who don't love me no more (Love me no more)
Trust me no more (Love me no more)
Want me no more (Want me no more)
And I can't be fallin' for somebody
(I can't be fallin') no if I can't (No if I can't)
Forget about the past (Forget about it)
Forget what we had"
424,Home,Peder Elias,"A crowded street
Somewhere away from home
People all around but I'm alone
Knocking up my self and watching
My teardrop in the snow
And I should feel like
Chirstmas but I don't
It's the time of the year to be joyful
Have fun and be hopeful
And magic appeared
And the bad things go away
So I close my eyes and see the fire light
Snow in the sky the stars shining bright
I swear I can hear angel sing
But I can't see to take it in
Until I go back to
What I've always known
I guess it's truly no place like home
Truly no place like home
Santa giving hugs out in the cold
Children singing carols to only love
I do what I can
I got my mama on the phone
But I can't feel chirstmas until
I'm coming home
It's the time of the year to be joyful
Have fun and be hopeful
And magic appeared
And the bad things go away
So I close my eyes
And see the fire light
Snow in the sky
The stars shining bright
I swear I can hear angel sing
But I can't see to take it in
Until I go back to
What I've always known
I guess it's truly no place like home
Truly no place like home
I guess it's truly no place like home
Truly no place like home"
425,Dancing With Your Ghost,Sasha Alex SloanCONNECT 아티스트,"Yelling at the sky
Screaming at the world
Baby why'd you go away?
I'm still your girl
Holding on too tight
Head up in the clouds
Heaven only knows where you are now
How do I love how do I love again?
How do I trust how do I trust again?
I stay up all night
Tell myself I'm alright
Baby you're just harder to see than most
I put the record on
Wait 'til I hear our song
Every night I'm dancing with your ghost
Every night I'm dancing with your ghost
Never got the chance
To say a last goodbye
I gotta move on
But it hurts to try
How do I love how do I love again?
How do I trust how do I trust again?
I stay up all night
Tell myself I'm alright
Baby you're just harder to see than most
I put the record on
Wait 'til I hear our song
Every night I'm dancing with your ghost
Every night I'm dancing with your ghost
How do I love how do I love again?
How do I trust how do I trust again?
I stay up all night
Tell myself I'm alright
Baby you're just harder to see than most
I put the record on
Wait 'til I hear our song
Every night I'm dancing with your ghost
Every night I'm dancing with your ghost
Every night I'm dancing with your ghost"
426,Softly,Thomas Day,"Right now
I saw we be
Driving round
Living wild
Loving happily
Some how, you're not next to me
I tried and I lied and now you've going away
Do you tell him all the things you used to say to my face
If you do his what you told me
If you love me
Hold me softly
You're the only one
I want, I want
I would die for you
I would lie for you
I give my life to you
If you love me
Hold me softly
Those were the words
You used to tell me
And I hope you tell him that
Oh I hope you tell him that
Driving past
Your house again
See your mother and fathеr and your silhouette
Is it you, in a flowerеd dress?
Do you remember all the times
When I told you I was scared, you'd go away?
Or the nights we talked and memories are fading to good?
When you left his what you told me
If you love me
Hold me softly
You're the only one
I want, I want
I would die for you
I would lie for you
I give my life to you
If you love me
Hold me softly
Those were the words
You used to tell me
And I hope you tell him that
Oh I hope you tell him that
And wow, I don't you see
My love you all I need
And wow, your the part of me
I've tried too hard to see
Maybe I've lost my composure
You're the one that was holding me together
And maybe this wasn't forever
I can't ignore the prof
It hurts me, cause it's true
I'm still in love with you
I would die for you
I would lie for you
I give my life to you
If you love me
Hold me softly
I tell you this
So you believe me
I'm still in love with you
Yeah, I'm still in love with you"
427,No One Saving Me,Ewan Mainwood,"Last night you broke down
Called me to come round like always
As you cry I hold you in low light that glows 
from your hallway
Then you sat in silence remote like an island
I'm terrified I'm never going to reach you there
I put my all in
You're killing me darling
I've realised
I've tried everything to please you
But you made it fucking hard
And if only I could see through these ghosts 
that haunt your past
I know you didn't mean to 
but that doesn't heal my heart
It wasn't love that tore us apart
I don't want to hurt you I hate to make you sad
It's not that I don't love you 
but I need more than that
You're drowning in your problems 
while holding desperately
I've got to let you go 
cos there's no one saving me
I still remember 
when we had forever on our side
We burnt out together 
like fire to embers in no time
I've tried everything to please you
But you made it fucking hard
And if only I could see through these ghosts 
that haunt your past
I know you didn't mean to 
but that doesn't heal my heart
It wasn't love that tore love apart
I don't want to hurt you I hate to make you sad
It's not that I don't love you 
but I need more than that
You're drowning in your problems 
while holding desperately
I've got to let you go 
cos there's no one saving me
I don't want you to hurt anymore
I've got nothing left but to set you free
I don't want to hurt anymore
I've got nobody saving me
I don't want to hurt you 
I hate to make you sad
It's not that I don't love you 
but I need more than that
You're drowning in your problems 
while holding desperately
I've got to let you go 
cos there's no one saving me
I don't want to hurt you I hate to make you sad
It's not that I don't love you 
but I need more than that
You're drowning in your problems 
while holding desperately
I've got to let you go 
cos there's no one saving me
I don't want to hurt anymore
I've got nobody saving me"
428,A Little Bit Yours,JP Saxe,"You found someone new, before me
And you didn't try nearly as hard
And maybe that's the problem
I don't know how to take it away from you
Without giving someone else my heart

All I do
Is get over you
And I'm still so bad at it

I let myself want you
I let myself try
I let myself fall back into your eyes
I let myself want you
I let myself hope
I let myself feel things I know that you don't
You're not mine anymore
But I'm still a little bit yours

Maybe if I'd said
The right things
It never woulda gone this way
But maybe that's the problem
'Cause I still kinda think it was up to me
When I never coulda made you stay

All I do
Is get over you
And I'm still so bad at it

I let myself want you
I let myself try
I let myself fall back into your eyes
I let myself want you
I let myself hope
I let myself feel things I know that you don't
You're not mine anymore
But I'm still a little bit yours
You're not mine anymore
But I'm still a little bit yours

All I do
Is get over you
And I'm still so bad at it
We outgrew
The love we knew
But I still wish I had it

I let myself want you
I let myself try (I let myself try)
I let myself fall back into your eyes (Into your eyes)
I let myself want you
I let myself hope
I let myself feel things I know that you don't (I know that you don't)
You're not mine anymore (Anymore, anymore, anymore)
But I'm still a little bit yours (Little bit, bit, little bit yours)
You're not mine anymore (Anymore, anymore, anymore)
But I'm still a little bit yours"
429,Reason To Stay,Sody,"Here we are again lying on the floor
I can hear my name under the bedroom door
You can change my day with a single word
You will never know how much it hurts
I hate it when I blame myself
I hate it when I cry
I hate it when my
Makeup's falling down my eyes
I hate the way you look at me
Know I'm not what you want
And I'm not coming back
I'm already gone
So are you gonna give
Me a reason to stay?
Or are you gonna let
Me throw it all away?
If I'm already broken
There's nothing left to break
So don't try and
Give me a reason to stay
Who do I turn to?
Where do I escape?
Got an empty pack
Still a heavy weight
All I know is I ended it for me?
I'm not sorry I'm not sorry
I hate the way you look at me
Know I'm not what you want
And I'm not coming back
I'm already gone
So are you gonna give
Me a reason to stay?
Or are you gonna let
Me throw it all away?
If I'm already broken
There's nothing left to break
So don't try and
Give me a reason to stay
How could the fearless become so afraid?
The ones that are
Closest feel so far away
Guess we're already broken
There's nothing left to break
So don't try and
Give me a reason to stay
I hate the way you look at me
Know I'm not what you want
So are you gonna give
Me a reason to stay?
Or are you gonna let
Me throw it all away?
If I'm already broken
There's nothing left to break
So don't try and
Give me a reason to stay"
430,Before You,Benson Boone,"Why would I want to fly
Be on the last red eye
Talking to your voice
Only hearing noise
Oh it's not enough

All of the nights I spent
Drowning my discontent
Wasting me away
Everything has changed
Now that I found us
And it feels like home

Darling if you don't mind
I'll take your hand tonight
We could just slow down time
Let me adore you 
And from the moment i
Looked in those dark brown eyes
I can't remember life
Before you

Why would I want to go
Now that you're all I know
Smiling under stars
Playing chasing cars
Somethin bout the art of music in the dark
And it feels like home

Darling if you don't mind
I'll take your hand tonight
We could just slow down time
Let me adore you 

And from the moment i
Looked in those dark brown eyes
I can't remember life
Before you
Oh before you
Ooooo

I bet I was lost
And alone
I was barely holding on
To the thought of a moment like this
I bet I was lost
And alone
I was barely holding on
To the thought of a moment like this
I must've been lost
And Alone
I was barely holding on
To the thought that someone like you exist

Darling if you don't mind
I'll take your hand tonight
We could just slow down time"
431,Part Of Me,Cian Ducrot,"They say the devil takes the best of us
I guess I always knew 
you weren't like the rest of us
You held the party in your hands
Like it would slip away, like moments passed
Oh, how I miss the way you used to laugh
Is that the way it goes
You trade your soul to be a rose?
Give everything you've got to give 
before you've got to go
I guess that no one knows
I guess that I just didn't see the lows


Oh, we all fall down
Oh, we all fall down


I wish you told me how you felt that night
Now I'll nеver get to change your mind
But, with all of thе memories
You'll always be part of me
I'll tell your mother how we used to laugh
But it’s never gonna bring you back
Now you're only a memory
But you'll always be part of me
Part of me


I remember times we would stay up
 till morning light
And I remember how you'd say 
how much you'd miss those nights
And I wish that I'd have noticed 
all the cracks in your smile
'Cause it took a while
We could have put stars together
Planted roots and lived forever
We could have been kings of our own kingdom
Had you let me help you
But you're conditioned to believe
It only makes you weaker
Till it chokes you and you're barely breathing


Oh, we all fall down
Oh, we all fall down


I wish you told me how you felt that night
Now I'll never get to change your mind
But, with all of the memories
You'll always be part of me
I'll tell your mother how we used to laugh
But it’s never gonna bring you back
Now you're only a memory
But you'll always be part of me


Part of me, oh oh


I wish you told me how you felt that night
Now I'll never get to change your mind
But, with all of the memories
You'll always be part of me
I'll tell your mother how we used to laugh
But it’s never gonna bring you back
Now you're only a memory
But you'll always be part of me
Part of me"
